adm_location,indicator,value,survey_name,ISO3,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank,indicator_name
south,Treatment of diarrhea: No treatment,35,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Treatment of diarrhea: No treatment,34.9,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Treatment of diarrhea: No treatment,35.9,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Treatment of diarrhea: No treatment,35.6,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Treatment of diarrhea: No treatment,36.8,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Treatment of diarrhea: No treatment,28.7,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Treatment of diarrhea: No treatment,26.5,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Treatment of diarrhea: don't know or missing,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Treatment of diarrhea: don't know or missing,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Treatment of diarrhea: don't know or missing,0.8,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Treatment of diarrhea: don't know or missing,1.3,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Treatment of diarrhea: don't know or missing,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Treatment of diarrhea: don't know or missing,0.4,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Treatment of diarrhea: don't know or missing,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Treatment of diarrhea: don't know or missing,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Treatment of diarrhea: don't know or missing,0.6,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Treatment of diarrhea: don't know or missing,1.1,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Number of children born in the last five (or three) years,53,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Number of children born in the last five (or three) years,67,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Number of children born in the last five (or three) years,216,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Number of children born in the last five (or three) years,277,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Number of children born in the last five (or three) years,231,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Number of children born in the last five (or three) years,284,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Number of children born in the last five (or three) years,187,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Number of children born in the last five (or three) years,227,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Number of children born in the last five (or three) years,211,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Number of children born in the last five (or three) years,248,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Number of children born in the last five (or three) years (unweighted),62,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Number of children born in the last five (or three) years (unweighted),78,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Number of children born in the last five (or three) years (unweighted),216,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Number of children born in the last five (or three) years (unweighted),277,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Number of children born in the last five (or three) years (unweighted),225,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Number of children born in the last five (or three) years (unweighted),276,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Number of children born in the last five (or three) years (unweighted),167,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Number of children born in the last five (or three) years (unweighted),202,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Number of children born in the last five (or three) years (unweighted),227,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Number of children born in the last five (or three) years (unweighted),263,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Antenatal care provider: Doctor,8.8,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Antenatal care provider: Doctor,10.1,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Antenatal care provider: Doctor,7.9,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Antenatal care provider: Doctor,2.7,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Antenatal care provider: Doctor,2.7,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Antenatal care provider: Doctor,2.9,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Antenatal care provider: Doctor,1.8,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Antenatal care provider: Doctor,2,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Antenatal care provider: Doctor,1.9,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Antenatal care provider: Doctor,2.6,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Antenatal care provider: Doctor,3.4,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Antenatal care provider: Doctor,2.1,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Antenatal care provider: Doctor,3.4,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Antenatal care provider: Doctor,3.2,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Antenatal care provider: Doctor,2.6,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Antenatal care provider: Nurse/midwife,86.3,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Antenatal care provider: Nurse/midwife,85.7,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Antenatal care provider: Nurse/midwife,86.5,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Antenatal care provider: Nurse/midwife,93,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Antenatal care provider: Nurse/midwife,92.6,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Antenatal care provider: Nurse/midwife,93.4,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Antenatal care provider: Nurse/midwife,94.9,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Antenatal care provider: Nurse/midwife,94.6,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Antenatal care provider: Nurse/midwife,94.9,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Antenatal care provider: Nurse/midwife,94,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Antenatal care provider: Nurse/midwife,93.1,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Antenatal care provider: Nurse/midwife,94.2,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Antenatal care provider: Nurse/midwife,92.4,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Antenatal care provider: Nurse/midwife,91.8,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Antenatal care provider: Nurse/midwife,93.4,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Antenatal care provider: Traditional birth attendant,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Antenatal care provider: Traditional birth attendant,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Antenatal care provider: Traditional birth attendant,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Antenatal care provider: Traditional birth attendant,0.7,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Antenatal care provider: Traditional birth attendant,0.6,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Antenatal care provider: Traditional birth attendant,0.9,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Antenatal care provider: Traditional birth attendant,0.1,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Antenatal care provider: Traditional birth attendant,0.1,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Antenatal care provider: Traditional birth attendant,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Antenatal care provider: Traditional birth attendant,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Antenatal care provider: Traditional birth attendant,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Antenatal care provider: Traditional birth attendant,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Antenatal care provider: Traditional birth attendant,0.6,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Antenatal care provider: Traditional birth attendant,0.8,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Antenatal care provider: Traditional birth attendant,0.6,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Antenatal care provider: Other,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Antenatal care provider: Other,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Antenatal care provider: Other,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Antenatal care provider: Other,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Antenatal care provider: Other,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Antenatal care provider: Other,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Antenatal care provider: Other,0.2,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Antenatal care provider: Other,0.1,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Antenatal care provider: Other,0.2,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Antenatal care provider: Other,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Antenatal care provider: Other,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Antenatal care provider: Other,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Antenatal care provider: Other,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Antenatal care provider: Other,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Antenatal care provider: Other,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Antenatal care provider: Missing ,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Antenatal care provider: Missing ,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Antenatal care provider: Missing ,0,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Antenatal care provider: Missing ,1,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Antenatal care provider: Missing ,1.1,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Antenatal care provider: Missing ,0.9,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Antenatal care provider: Missing ,0.8,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Antenatal care provider: Missing ,0.9,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Antenatal care provider: Missing ,0.6,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Antenatal care provider: Missing ,1.2,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Antenatal care provider: Missing ,1.4,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Antenatal care provider: Missing ,1.3,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Antenatal care provider: Missing ,1,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Antenatal care provider: Missing ,1.4,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Antenatal care provider: Missing ,0.5,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,No antenatal care,4.9,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,No antenatal care,4.2,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,No antenatal care,5.6,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,No antenatal care,2.7,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,No antenatal care,3,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,No antenatal care,2,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,No antenatal care,2.3,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,No antenatal care,2.3,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,No antenatal care,2.4,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,No antenatal care,2.2,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,No antenatal care,2,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,No antenatal care,2.4,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,No antenatal care,2.6,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,No antenatal care,2.9,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,No antenatal care,2.9,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Antenatal care: Total,100,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Antenatal care: Total,100,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Antenatal care: Total,100,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Antenatal care: Total,100,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Antenatal care: Total,100,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Antenatal care: Total,100,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Antenatal care: Total,100,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Antenatal care: Total,100,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Antenatal care: Total,100,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Antenatal care: Total,100,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Antenatal care: Total,100,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Antenatal care: Total,100,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Antenatal care: Total,100,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Antenatal care: Total,100,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Antenatal care: Total,100,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Antenatal care from a skilled provider,95.1,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Antenatal care from a skilled provider,95.8,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Antenatal care from a skilled provider,94.4,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Antenatal care from a skilled provider,95.7,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Antenatal care from a skilled provider,95.3,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Antenatal care from a skilled provider,96.2,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Antenatal care from a skilled provider,96.6,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Antenatal care from a skilled provider,96.6,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Antenatal care from a skilled provider,96.7,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Antenatal care from a skilled provider,96.6,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Antenatal care from a skilled provider,96.6,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Antenatal care from a skilled provider,96.3,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Antenatal care from a skilled provider,95.8,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Antenatal care from a skilled provider,95,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,Antenatal care from a skilled provider,96,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Number of women with a live birth (or stillbirth) in the last two (or three/five) years,221,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Number of women with a live birth (or stillbirth) in the last two (or three/five) years,287,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali,Number of women with a live birth (or stillbirth) in the last two (or three/five) years,173,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Number of women with a live birth (or stillbirth) in the last two (or three/five) years,776,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Number of women with a live birth (or stillbirth) in the last two (or three/five) years,930,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south,Number of women with a live birth (or stillbirth) in the last two (or three/five) years,580,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Number of women with a live birth (or stillbirth) in the last two (or three/five) years,740,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Number of women with a live birth (or stillbirth) in the last two (or three/five) years,913,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west,Number of women with a live birth (or stillbirth) in the last two (or three/five) years,581,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Number of women with a live birth (or stillbirth) in the last two (or three/five) years,492,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north,Number of women with a live birth (or stillbirth) in the last two (or three/five) years,641,access-to-health-care_subnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
